倉林では、新しく問題が発生した時でも自分で考え解決できるような賢いロボットの制御について、生き物に学ぶという手法で研究を進めている。まず、粘菌をモデルにした群れで動くロボットを紹介する。次に、カイコガの脳をロボットに接続することで、カイコガの匂い源を探るシステムを解明する研究について紹介する。,生物に学ぶロボット制御,倉林 大輔,86-4-kurabayashi.pdf,86,工学,工学院,,,,,,,,,,,,システム制御系,システム制御コース,エンジニアリングデザインコース,,,,
伊藤では超弦理論等の素粒子物理学の最先端分野を扱っている。本稿では、素粒子物理学の諸理論を説明したのち、伊藤で扱われている最先端の研究について触れる。完成するのは100年後とも言われる研究分野の一端をお見せしよう。また、壮大な研究に挑む先生が描く理想の物理学者像についても紹介する。,究極理論の完成へ,伊藤 克司,86-5-ito.pdf,86,理学,理学院,,,,,,,,,,,,物理学系,物理学コース,,,,,
太田・下嶋研究室では、藻類や植物に代表される光合成生物が周囲の環境からどのような影響を受け、どのように適応してきたのかについてあらゆる側面から研究している。本稿ではその中から、太田先生が解明した藻類・植物のルーツと環境適応について紹介した後、藻類が生み出す新たなエネルギーの展望について取り上げる。,藻類は“進化”する,太田・下嶋,85-1-ota-shimozaki.pdf,85,生命理工,生命理工学院,,,,,,,,,,,,生命理工学系,生命理工学コース,,,,,
私たち生命を営むために、重要な働きをする「タンパク質」。人間の目に見えないところでタンパク質が動き、生体システムを動かす。上野研究室では、タンパク質集合体を研究の中心に据えて機能の解明や新機能の発掘を行い、さらにはオリジナルのタンパク質で生体内の不思議を解明しようとしている。ここでは、2つのタンパク質について、上野先生が行なってきた研究を紹介する。,タンパク質集合体に見出す新機能,上野 隆史,85-2-ueno.pdf,85,生命理工,生命理工学院,,,,,,,,,,,,生命理工学系,生命理工学コース,,,,,
早水研究室では、ペプチドをグラフェンなどのナノ材料の上に自己組織化させ、エレクトロニクスに応用する研究を行なっている。本稿では、はじめにペプチドのグラフェン上での自己組織化について説明し、次にペプチドをエレクトロニクスに応用する方法とそのメリットについて紹介する。また、先生が生体分子とエレクトロニクスという異なった分野を横断した研究を行なっている経緯についても紹介する。,ペプチドが描くエレクトロニクスの世界,早水 裕平,85-3-hayamizu.pdf,85,物質理工,物質理工学院,,,,,,,,,,,,材料系,材料コース,ライフエンジニアリングコース,,,,
上田研究室では、金属がどのように酸化していくかを解明し、その知見を活かして金属の酸化を遅らせる手法を開発する研究が行われている。ひとことで言うと、金属をアンチエイジングする研究、である。金属の酸化を遅らせることができれば、火力発電の高効率化など、さまざまなメリットがある。そんなアンチエイジングを実現するために、どのように研究が進められているのだろうか。,金属のアンチエイジング,上田 光敏,85-4-ueda.pdf,85,物質理工,物質理工学院,,,,,,,,,,,,材料系,エネルギーコース,材料コース,,,,
材料に大きな力を加えて変形させることで目的の形状にする加工法を塑性加工というが、吉野研究室ではこの塑性加工を用いてナノテクノロジー（ナノテク）製品を作ろうとしている。本稿では先生がどのようにして塑性加工技術をナノテクとして利用したのかについて触れながら、その応用であるナノドットアレイの作製や、光メタマテリアルの製法について紹介しよう。,塑性加工で切り拓くナノテクの世界,吉野 雅彦,84-1-yoshino.pdf,84,工学,工学院,,,,,,,,,,,,機械系,機械コース,,,,,
我々の身近に存在する微生物。自然環境中に存在する微生物はそのほとんどが培養できないため、従来の方法では微生物研究に限界があった。しかし、近年（2015年4月当時）メタゲノム解析という新しい手法が登場し、微生物研究は新たな局面を迎えた。黒川・中島・山田研究室ではこの手法を用いることで微生物に関する新たな知見を発見し、さまざまな分野に応用しようとしている。その挑戦を覗いていこう。,微生物ゲノムのその先へ,黒川・中島・山田,84-2-kurokawa-nakajima-yamada.pdf,84,生命理工,生命理工学院,,,,,,,,,,,,生命理工学系,生命理工学コース,,,,,
坂井・宮内研究室では、材料工学の側面から持続可能な低炭素化社会を実現するための研究を行なっている。坂井先生と助教の新（あたらし）先生はセメントの改良を通して、宮内先生は光触媒および人工光合成の開発を通して世界が抱える問題に取り組んでいる。本稿では、先生方の研究がどのように社会に貢献しているかについて、また、先生方の研究への姿勢に焦点を当てて紹介する。,地球を長生きさせる材料,坂井・宮内,84-3-sakai-miyauchi.pdf,84,物質理工,物質理工学院,,,,,,,,,,,,,,,,,特任教授,
奥村・高村研究室では、人間が使用する「ことば」をコンピュータ上で処理し、さまざまな応用を試みる自然言語処理という学問分野について研究している。本稿では、テキストに秘められた感情的な側面を汲み取ることができるようなシステム開発についての研究、そして現在（2015年4月当時）大きな注目を浴びているSNSを対象にした研究を主に紹介する。,「ことば」を工学する,奥村・高村,84-4-okumura-takamatsu.pdf,84,工学,,,,,,,,,,,,,,,,,,,
石曽根研究室では、「新規モノマーから新規ポリマーを合成すること」を念頭に置いて、さまざまな構造を有する新規ポリマーの合成を行なっている。本稿ではまず身近なポリマーを紹介した後、モノマーの官能基が重合反応に与える影響について述べる。そして、石曽根研究室で主に用いられている重合方法と合成された新規ポリマーについて紹介する。,新規ポリマーの合成で踏み出す第一歩,石曽根 隆,84-5-ishizone.pdf,84,物質理工,物質理工学院,,,,,,,,,,,,応用化学系,応用化学コース,,,,,
普段の生活の中でごみが出ることは避けられない。毎日大量に出るごみを処理するためにはコストがかかってしまうが、世界にはごみ処理のためにお金をかけられない地域も存在する。そこで吉川研究室では、ごみに付加価値を与え、販売可能な資源に作り変えるような処理方法を提案している。先生はいったいどのようにしてごみを資源に転換しようというのだろうか。,ごみが売れる時代へ,吉川 邦夫,83-1-yoshikawa.pdf,83,環境社会,環境・社会理工学院,,,,,,,,,,,,,,,,,名誉教授(2019-),
後藤研究室ではユニークな形の有機分子を用いた研究を行い、新しい反応を発見したり、未知の反応機構の解明を行なったりしている。その研究で解明した事実は多岐に渡る。その中でも本稿では後藤研究室が最近（2015年1月当時）取り組んでいるボウル型の分子を用いた研究について紹介する。くわえて、ある実験のエピソードから後藤先生の考える理想の研究者像について紹介する。,ボウル型分子で反応を解析する,後藤 敬,83-2-goto.pdf,83,理学,理学院,,,,,,,,,,,,化学系,化学コース,,,,,
現在（2015年1月当時）、スピンエレクトロニクスという分野の研究が活発に行なわれている。この分野の研究は、村上先生が電子のスピンホール効果を2003年に提唱し、この現象が実験的に観測されてからよりいっそう活発になった。本稿では、先生が提唱した電子のスピンホール効果と、現在先生が研究しているトポロジカル絶縁体という物質を取り上げる。,紙と鉛筆で現象を予言する,村上 修一,83-3-murakami.pdf,83,理学,理学院,,,,,,,,,,,,物理学系,物理学コース,,,,,
大谷研究室は、ものを見る際に目の細胞で起こる化学反応であるレチナールの異性化について研究している。この反応は観測しにくい反応であるため、観測方法を工夫する必要がある。本稿ではレチナールとは何か説明した後、レチナールの異性化の観測方法について詳しく述べ、研究の進展と異性化が秘める可能性についても見ていく。,目で起こる化学反応,大谷 弘之,83-4-otani.pdf,83,生命理工,,,,,,,,,,,,,,,,,,本学を転出・卒業,
大内研究室では、イオン液体の物性の測定と制御を通して、まったく新しい材料を作ろうとしている。大内先生が考える新しい材料とはどのようなものなのだろうか。本稿ではまず、イオン液体について説明する。そして、先生の経歴について触れながら、2つの主要な物性測定法、さらに先生が見据えるイオン液体の未来まで紹介していく。,イオン液体が拓く材料の未来,大内 幸雄,83-5-ochi.pdf,83,物質理工,物質理工学院,,,,,,,,,,,,材料系,材料コース,,,,,
私たちにとって身近な存在である氷も、その性質には未だ明らかになっていない部分がある。氷の性質を理解することは、環境に配慮した設備やより効率的な機構の開発につながる。大河研究室では、氷の性質の解明とそれを利用した装置の開発を行なっている。本稿では、先生の研究の中から過冷却の解消、ミクロスケールでの氷の性質、凍結濃縮法といった3つのテーマを取り上げる。,技術で輝く氷,大河 誠司,82-1-okawa.pdf,82,工学,工学院,,,,,,,,,,,,機械系,エネルギーコース,機械コース,,,,
TSUBAME にも使われている光通信技術はさらに進化を遂げて、集積回路上の電気信号をも光に換えようとしている。光配線を実現するためには、レーザーの消費電力を1000分の1にしなければならない。この課題をどう解決するのだろうか。超近距離光通信用半導体レーザー技術の最先端をのぞいてみよう。,進化を支える光,荒井・西山,82-2-arai-nishiyama.pdf,82,工学,,,,,,,,,,,,,,,,,,,
安岡・竹内研究室では、水中プラズマを用いて水を再利用する研究が行われている。本稿ではまず、水中プラズマとはどのようなものなのか説明する。そして、水を取り巻くさまざまな問題を通して、なぜ水の再利用が必要なのか、また、なぜ水中プラズマが有用なのかを述べる。最後に先生は水の再利用をどのようにして果たそうとしているのかを紹介していく。,よみがえれ水,安岡・竹内,82-3-yasuoka-takeuchi.pdf,82,工学,,,,,,,,,,,,,,,,,,,
増井研究室では主にモデルを用いて温室効果ガスの排出目標達成のための研究をしている。増井先生自身は東工大の連携教授として研究室をもち講義を行なっているが、研究自体は主に国立環境研究所で行なっている。本稿では、地球温暖化対策税率に関する研究と先生が開発したモデル、そして先生が考える温暖化対策について紹介していく。,未来の地球を代弁する,増井 利彦,82-4-masui.pdf,82,工学,工学院,,,,,,,,,,,,経営工学系,経営工学コース,,,,,
長田研究室では酵母を使った匂い・フェロモンのセンサーを製作している。匂いといえばとても身近なものであり、フェロモンという言葉も聞いたことのある人は多いのではないだろうか。本稿では、そもそも匂い・フェロモンとは何であるかという基本的な知識から、長田研究室の研究や先生の理念までを紹介していく。,酵母で匂いを見る,長田 俊哉,81-1-nagata.pdf,81,生命理工,生命理工学院,,,,,,,,,,,,生命理工学系,生命理工学コース,,,,,
光合成などに見られる光化学反応のように、化学現象の中には物質と光の相互作用により起こるものがある。河合研究室ではこの光と化学物質の相互作用をテーマとした物理化学の研究を行なっている。本稿では主に、河合研究室が掲げる目標の一つである新しい光現象の発見およびそれを利用した観測技術の開発について紹介する。,光で覗く化学の世界,河合 明雄,81-2-kawai.pdf,81,理学,,,,,,,,,,,,,,,,,,本学を転出・卒業,
井田研究室では、太陽系などの惑星系がどのようにして形成され進化していくのかを知るために、コンピュータシミュレーションを用いた理論的な研究をしている。井田研究室は2012年に設立された地球生命研究所で、惑星系形成という立場から、地球と生命の起源や宇宙における生命をテーマに今まで研究されたことのない問題にも挑戦している。,惑星系形成から生命を探す,井田 茂,81-3-inota.pdf,81,理学,地球生命研究所,,,,,,,,,,,,地球惑星科学系,地球惑星科学コース,,,,系外惑星観測研究センター,
高橋研究室では将来の原子力発電において利用が検討されている鉛ビスマス冷却高速炉について研究を行なっている。本稿では原子力発電の基本的な分類や発電方法を取り上げ、その中でも高橋研究室で行われている、鉛ビスマス冷却高速炉における設計・理論の提唱、炉材料の腐食実験や酸素濃度の制御について深く掘り下げていく。,ゼロからの研究開発 鉛ビスマス冷却高速炉,高橋 実,81-4-takahashi.pdf,81,環境社会,,,,,,,,,,,,,,,,,,名誉教授(2018-),
佐々木研究室では、インフラストラクチャの安全性を高める研究が行われている。インフラストラクチャ は市民の生活に最も身近な設備や構造物であり、高い安全性と利便性が求められる。先生は、ただ安全性 を高めることだけではなく、センサーを利用して新たな問題点を発見する方法の模索や、費用の削減など 研究している技術がより早く社会に浸透するための改良も行なっている。,社会を支える基盤を守る,佐々木 栄一,80-1-sasaki.pdf,80,環境社会,,,,,,,,,,,,,,,,,,,
宗宮研究室では近年物理分野で最も注目を浴びている分野のひとつである重力波についての研究を行なっ ている。宗宮先生自身、重力波検出器の製作に携わっており、近々完成予定の検出器KAGRAにおいてプ ロジェクトの中心的メンバーとなって最先端で活躍している。本稿では重力波を理解するための補助とな る知識とともに、宗宮研究室の研究内容について触れていく。,未知の可能性を秘める 重力波の検出,宗宮 健太郎,80-2-somiya.pdf,80,理学,,,,,,,,,,,,,,,,,,,
現在私たちがさまざまな治療を受けることができるのは、医学の発展だけでなく医療材料の発達と充実 によるところが大きい。本稿では医療材料に関する田中・生駒研究室の研究の中でも、コラーゲンを用い た医療材料の開発を主軸に、ビスフォスフォネートのドラッグデリバリーシステムやイオントフォレシス という投薬法に関する研究も併せて紹介する。,材料工学から 医療の未来を照らす,田中・生駒,80-3-tanaka-ikoma.pdf,80,物質理工,,,,,,,,,,,,,,,,,,,
藤﨑研究室では暗号理論の研究を行なっている。単純な機能しかもたない暗号に比べてより高度な機能 をもつ暗号は安全性を満たすのが大変である。先生はどのような手段によってより高度な機能をもつ暗号 を作ろうとしているのだろうか。私たちの身近な事例を取り上げながら藤﨑研究室の暗号理論の研究につ いて紹介していく。,より高度で安全な暗号を 目指して,藤﨑 英一郎,80-4-fujisaki.pdf,80,情報理工,,,,,,,,,,,,,,,,,,,
2012年4月に完成したばかりのソーラーパネルで囲まれた建物、その名も環境エネルギーイノベーショ ン棟。そこは学部や専攻の垣根を越えて環境やエネルギーに関連した研究室を集めた場所である。本稿で はその中でもパワーデバイスという電力変換を行う電子素子の研究を主に行なっている波多野研究室につ いて紹介していく。,デバイスの可能性 究極の素材ダイヤモンド,波多野 睦子,80-5-hatano.pdf,80,工学,,,,,,,,,,,,,,,,,,,
近年、通信技術の発達によりビッグデータと呼ばれるものが登場してきた。ビッグデータは多方面から 注目されており、研究方面では情報分野に限らず他の分野でも利用されていたり、企業ではビジネスなど に活用されたりしている。本稿では、脇田研究室で行われている研究の中から、ビッグデータに関する研 究を取り上げて紹介していく。,ビッグデータの先を見る,脇田 建,79-1-wakita.pdf,79,情報理工,,,,,,,,,,,,,,,,,,,
森研究室では有機エレクトロニクスの研究を行なっている。有機エレクトロニクスとは有機半導体をベー スとした電子工学のことであり、近年とても注目されている分野の一つである。本稿ではその中でも代表 的な有機半導体と、あわせて有機超伝導に注目して紹介する。また、森研究室ではどのようなアプローチ で研究に取り組んでいるかということについても触れていく。,今と未来を明るくする 有機エレクトロニクス,森 健彦,79-2-mori.pdf,79,物質理工,,,,,,,,,,,,,,,,,,,
先生は人間の脳の無意識的な情報処理のメカニズムを明らかにしようとしている。特に聴覚について、 錯覚を利用することでどのようにして主観的な聴こえというものが形成されるのか追究している。また先 生は音楽を聴いたときの心地よさや魅力の形成についても、数理科学・神経生理学的なアプローチからモ デルを立てて解析を進めている。,聞こえと無意識の科学,柏野 牧夫,79-3-kashino.pdf,79,情報理工,,,,,,,,,,,,,,,,,,,
ここ数年「目標が見つからない」「将来が不安」という学生たちが増えている。2012年10月に就任され た三島良直学長は、そんな学生たちに対して「自覚と熱意をもって挑戦しよう」と語る。まだ留学が珍し かった時代、「人がやらないことをやってみよう」とカリフォルニアへ飛び出していった学長のエピソード とともに、私たち学生はどうすればいいのか、そして東工大はどのように変わっていくべきなのか、お話 を伺った。,自覚・熱意・挑戦-三島新学長が語る理想の東工大像とは,三島 良直,78-1-mishima.pdf,78,名誉教授(2018-),,,,,,,,,,,,,,,,,,特別企画,
矢野研究室では、過酷な環境で使われる材料を開発している。材料の性質は、その材料を構成するミク ロな組織に起因している。このミクロな組織の変化に注目することで、材料が過酷な環境でどのように変 化するかを予測することができる。先生は、透過型電子顕微鏡などの最先端の技術を用いることによって、 結晶の並びなどの材料のミクロな世界を観察し、過酷な環境に耐えられる材料を開発している。,過酷環境材料が切り拓く未来,矢野 豊彦,78-2-yano.pdf,78,科学技術創成研究院,,,,,,,,,,,,,,,,,,,
現代社会において、空間は特定の機能をもたされている。そして、その空間が果たすべき目的を達成す るための空間づくりがいたるところで行われている。しかし、ありとあらゆる生命がこうした空間のあり 方に順応することは、果たして可能なのだろうか。土肥先生は社会問題、環境問題といった幅広いトピッ クに、空間のあり方という観点からアプローチする。,空間形成の新時代、来たる,土肥 真人,78-3-dohi.pdf,78,環境社会,,,,,,,,,,,,,,,,,,,
効率のいいものを作るには、性能のいい材料が必要である。今日では、性能のみならず、環境にやさし いものづくりの必要性が高まっており、中島・松下研究室では、社会のニーズに答えるために環境材料研 究を行なっている。その研究は、自然現象が起こる理由とともにどう材料に応用するかを考える、理学的 でかつ工学的なものである。その奥深い材料研究を行う中島・松下研究室を紹介しよう。,地球を救う環境材料,中島・松下,78-4-nakashima-matsumoto.pdf,78,物質理工,,,,,,,,,,,,,,,,,,,
山口先生は、宇宙の始まりや宇宙の実態はどのようなものなのかを追い求め研究をしている。宇宙理論 研究では、研究対象を直接手にとって実験を行うことができないため、どのように研究すべきかという根 本的な問いが大きな問題となる。本稿では、宇宙理論研究に特有の3つのアプローチを手がかりに、広大 な宇宙に挑む先生の研究スタイルを、具体的な宇宙現象を例に紹介する。,宇宙を取り巻く謎に挑む,山口 昌英,78-5-yamaguchi.pdf,78,理学,,,,,,,,,,,,,,,,,,,
福田研究室では人間の行動を予測する研究を行なっている。人間は予想外の行動をとってしまうもので あり、それを正確に予測することはとても困難である。先生はどのようにして人間の行動を予測している のだろうか。本稿では先生の研究をいくつか取り上げ、実際に人間の行動を予測をするアプローチに迫る。 また、福田研究室の日々の研究が社会にどのように影響を与えているのかについても触れる。,土木工学で変わる人々、 変えていく社会,福田 大輔,77-1-fukusa.pdf,77,環境社会,,,,,,,,,,,,,,,,,,,
